date,value
22/04/1963,117.88
23/04/1963,117.75
24/04/1963,117.25
25/04/1963,117.88
26/04/1963,118
29/04/1963,117.25
30/04/1963,117.38
01/05/1963,117.75
02/05/1963,118.38
03/05/1963,118.75
06/05/1963,119.38
07/05/1963,119.88
08/05/1963,120
09/05/1963,120.38
10/05/1963,120.75
13/05/1963,120.13
14/05/1963,119.63
15/05/1963,121
16/05/1963,120.63
17/05/1963,121
20/05/1963,121.38
21/05/1963,121.13
22/05/1963,121.75
23/05/1963,121.38
24/05/1963,121.38
27/05/1963,120.88
28/05/1963,121.75
29/05/1963,122.88
31/05/1963,123.25
03/06/1963,123.63
04/06/1963,123.25
05/06/1963,123.38
06/06/1963,124.38
07/06/1963,124.75
10/06/1963,125
11/06/1963,125.38
12/06/1963,126.63
13/06/1963,126.75
14/06/1963,127
17/06/1963,127.13
18/06/1963,126.75
19/06/1963,125.88
20/06/1963,126.25
21/06/1963,125.75
24/06/1963,127.25
25/06/1963,127
26/06/1963,127.75
27/06/1963,128.38
28/06/1963,127
01/07/1963,129.25
02/07/1963,128
03/07/1963,129.38
05/07/1963,129
08/07/1963,128
09/07/1963,129.38
10/07/1963,130
11/07/1963,130
12/07/1963,129.63
15/07/1963,128
16/07/1963,129.38
17/07/1963,129.38
18/07/1963,130
19/07/1963,130.5
22/07/1963,126
23/07/1963,123.63
24/07/1963,124.75
25/07/1963,124.88
26/07/1963,123.88
29/07/1963,123
30/07/1963,121.88
31/07/1963,120.63
01/08/1963,120.88
02/08/1963,122.25
05/08/1963,123
06/08/1963,121.5
07/08/1963,121.13
08/08/1963,121.5
09/08/1963,121.63
12/08/1963,122.25
13/08/1963,123.5
14/08/1963,123.25
15/08/1963,123.13
16/08/1963,122.5
19/08/1963,122
20/08/1963,122.5
21/08/1963,123.13
22/08/1963,124.63
23/08/1963,124.38
26/08/1963,125.63
27/08/1963,125.5
28/08/1963,125.25
29/08/1963,125.13
30/08/1963,125.75
03/09/1963,127
04/09/1963,127
05/09/1963,125.63
06/09/1963,125.88
09/09/1963,124.38
10/09/1963,124.5
11/09/1963,125.88
12/09/1963,127.5
13/09/1963,129.13
16/09/1963,131
17/09/1963,130.25
18/09/1963,131.88
19/09/1963,136
20/09/1963,120.25
23/09/1963,118.88
24/09/1963,121.5
25/09/1963,123.88
26/09/1963,119
27/09/1963,117.25
30/09/1963,119.88
01/10/1963,121
02/10/1963,119.5
03/10/1963,119.25
04/10/1963,120.25
07/10/1963,121.63
08/10/1963,120.63
09/10/1963,121.63
10/10/1963,121.25
11/10/1963,116.63
14/10/1963,116.75
15/10/1963,118.75
16/10/1963,118.13
17/10/1963,116.25
18/10/1963,115.88
21/10/1963,116.5
22/10/1963,117.13
23/10/1963,117.5
24/10/1963,117.38
25/10/1963,117.5
28/10/1963,117.38
29/10/1963,116.75
30/10/1963,116.25
31/10/1963,116.88
01/11/1963,118.38
04/11/1963,119.13
05/11/1963,118.63
06/11/1963,118.13
07/11/1963,118.38
08/11/1963,119.13
11/11/1963,118.5
12/11/1963,117.63
13/11/1963,117.75
14/11/1963,117.13
15/11/1963,116.75
18/11/1963,117.13
19/11/1963,116.88
20/11/1963,116.38
21/11/1963,116.13
22/11/1963,115.25
26/11/1963,116
27/11/1963,116.5
29/11/1963,115.88
02/12/1963,115.63
03/12/1963,115.63
04/12/1963,116.5
05/12/1963,117.38
06/12/1963,118.5
09/12/1963,118.75
10/12/1963,118.38
11/12/1963,118.5
12/12/1963,118.5
13/12/1963,118.13
16/12/1963,117.88
17/12/1963,117.88
18/12/1963,118.25
19/12/1963,118.38
20/12/1963,120.25
23/12/1963,120.38
24/12/1963,120.63
26/12/1963,121
27/12/1963,121.13
30/12/1963,120.5
31/12/1963,120.13
02/01/1964,119.13
03/01/1964,119.63
06/01/1964,120.88
07/01/1964,119.88
08/01/1964,120.13
09/01/1964,120.63
10/01/1964,120.88
13/01/1964,121.38
14/01/1964,121.25
15/01/1964,121
16/01/1964,120.75
17/01/1964,120.63
20/01/1964,120.25
21/01/1964,120.63
22/01/1964,120.75
23/01/1964,121.38
24/01/1964,121.13
27/01/1964,120.63
28/01/1964,120.88
29/01/1964,120.75
30/01/1964,120.38
31/01/1964,120.25
03/02/1964,119.75
04/02/1964,119.5
05/02/1964,119.88
06/02/1964,119.88
07/02/1964,119.75
10/02/1964,119.25
11/02/1964,118.88
12/02/1964,117.88
13/02/1964,117.5
14/02/1964,118
17/02/1964,117.75
18/02/1964,117.75
19/02/1964,117.5
20/02/1964,117.88
24/02/1964,118.38
25/02/1964,118.88
26/02/1964,118.63
27/02/1964,118.25
28/02/1964,118.25
02/03/1964,118.5
03/03/1964,118.88
04/03/1964,118.75
05/03/1964,119.5
06/03/1964,119.75
09/03/1964,119.13
10/03/1964,119.5
11/03/1964,119.88
12/03/1964,120
13/03/1964,120.25
16/03/1964,120.38
17/03/1964,119.63
18/03/1964,120.25
19/03/1964,119.38
20/03/1964,121.75
23/03/1964,121.38
24/03/1964,121
25/03/1964,120.75
26/03/1964,121.25
30/03/1964,121.38
31/03/1964,121.38
01/04/1964,121.38
02/04/1964,121.13
03/04/1964,121.63
06/04/1964,121.63
07/04/1964,122.5
08/04/1964,123
09/04/1964,122.75
10/04/1964,122.13
13/04/1964,122.88
14/04/1964,123
15/04/1964,123.25
16/04/1964,123.63
17/04/1964,123.75
20/04/1964,123.63
21/04/1964,124.25
22/04/1964,124
23/04/1964,123.38
24/04/1964,123.88
27/04/1964,123.75
28/04/1964,123.63
29/04/1964,124.13
30/04/1964,123.88
01/05/1964,124.38
04/05/1964,124.38
05/05/1964,124.75
06/05/1964,125.38
07/05/1964,125
08/05/1964,125
11/05/1964,124.63
12/05/1964,124.25
13/05/1964,123.75
14/05/1964,123.88
15/05/1964,124
18/05/1964,124.38
19/05/1964,125.25
20/05/1964,124
21/05/1964,124.38
22/05/1964,124.63
25/05/1964,124.38
26/05/1964,123.88
27/05/1964,123.25
28/05/1964,123.13
01/06/1964,123.25
02/06/1964,124.13
03/06/1964,124.25
04/06/1964,124.13
05/06/1964,123.88
08/06/1964,123.25
09/06/1964,123.63
10/06/1964,123.38
11/06/1964,123.13
12/06/1964,123
15/06/1964,122.38
16/06/1964,122.38
17/06/1964,122.75
18/06/1964,123.13
19/06/1964,123.38
22/06/1964,123
23/06/1964,123.13
24/06/1964,123.25
25/06/1964,123.25
26/06/1964,123.5
29/06/1964,123.75
30/06/1964,123.75
01/07/1964,123.13
02/07/1964,122.88
06/07/1964,122.88
07/07/1964,122.38
08/07/1964,121.63
09/07/1964,121.5
10/07/1964,120.88
13/07/1964,119.88
14/07/1964,120.38
15/07/1964,120.13
16/07/1964,120.75
17/07/1964,120.88
20/07/1964,120
21/07/1964,119.13
22/07/1964,117.63
23/07/1964,118.38
24/07/1964,118
27/07/1964,117.38
28/07/1964,117.5
29/07/1964,117.5
30/07/1964,117.5
31/07/1964,117.63
03/08/1964,118.63
04/08/1964,118.75
05/08/1964,120.38
06/08/1964,119.25
07/08/1964,119.38
10/08/1964,118.5
11/08/1964,119.38
12/08/1964,119.75
13/08/1964,119.63
14/08/1964,119
17/08/1964,120.25
18/08/1964,121
19/08/1964,120.38
20/08/1964,120.25
21/08/1964,120.88
24/08/1964,122
25/08/1964,123
26/08/1964,124.13
27/08/1964,124.38
28/08/1964,123.75
31/08/1964,123.13
01/09/1964,122.75
02/09/1964,122.63
03/09/1964,124.25
04/09/1964,124.75
08/09/1964,124.5
09/09/1964,124.75
10/09/1964,125.25
11/09/1964,126.75
14/09/1964,125.63
15/09/1964,125.75
16/09/1964,126
17/09/1964,127
18/09/1964,128.38
21/09/1964,123.75
22/09/1964,122.13
23/09/1964,122
24/09/1964,121.63
25/09/1964,121.38
28/09/1964,121.5
29/09/1964,121.63
30/09/1964,120.63
01/10/1964,121.75
02/10/1964,122.5
05/10/1964,122.13
06/10/1964,121.38
07/10/1964,121.75
08/10/1964,122.38
09/10/1964,122.63
12/10/1964,121.75
13/10/1964,121.63
14/10/1964,120.75
15/10/1964,120.63
16/10/1964,120.38
19/10/1964,121.25
20/10/1964,121.5
21/10/1964,121.63
22/10/1964,121.25
23/10/1964,120.75
26/10/1964,120.38
27/10/1964,120.38
28/10/1964,119.5
29/10/1964,118.5
30/10/1964,119.13
02/11/1964,119.5
04/11/1964,120.13
05/11/1964,120.5
06/11/1964,120.5
09/11/1964,120.5
10/11/1964,119.75
11/11/1964,119.88
12/11/1964,119.63
13/11/1964,119.25
16/11/1964,120
17/11/1964,120.88
18/11/1964,121.25
19/11/1964,122
20/11/1964,122.5
23/11/1964,122.5
24/11/1964,122.63
25/11/1964,122.75
27/11/1964,122
30/11/1964,123.13
01/12/1964,121.5
02/12/1964,121
03/12/1964,121.5
04/12/1964,122.13
07/12/1964,122.63
08/12/1964,122.88
09/12/1964,123.13
10/12/1964,122
11/12/1964,122.25
14/12/1964,122.63
15/12/1964,122.38
16/12/1964,122.88
17/12/1964,123.13
18/12/1964,123.88
21/12/1964,123.63
22/12/1964,126.75
23/12/1964,125.75
24/12/1964,125.75
28/12/1964,125.75
29/12/1964,125.75
30/12/1964,126.13
31/12/1964,126.38
04/01/1965,126.13
05/01/1965,126
06/01/1965,125.63
07/01/1965,125.63
08/01/1965,126.13
11/01/1965,125.75
12/01/1965,126.63
13/01/1965,126.63
14/01/1965,126
15/01/1965,126.38
18/01/1965,126.63
19/01/1965,126.5
20/01/1965,126.25
21/01/1965,126.5
22/01/1965,126.38
25/01/1965,126.38
26/01/1965,127
27/01/1965,127.5
28/01/1965,127.63
29/01/1965,127
01/02/1965,127.38
02/02/1965,128.13
03/02/1965,128.25
04/02/1965,128.5
05/02/1965,128.38
08/02/1965,128.75
09/02/1965,128.5
10/02/1965,128.38
11/02/1965,129
12/02/1965,128
15/02/1965,127.5
16/02/1965,127.5
17/02/1965,127.63
18/02/1965,127.88
19/02/1965,127.5
23/02/1965,127.13
24/02/1965,126.63
25/02/1965,126.38
26/02/1965,127.38
01/03/1965,127.38
02/03/1965,127.75
